Parametro,Fuente,Anio,Mes,Cve_OOAD,Nombre_OOAD,Cve_Presupuestal,Nombre_Unidad,Sexo,Grupo_edad,Dato
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,50 a 54,2574
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,55 a 59,3367
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,60 a 64,3263
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,65 a 69,2900
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,70 a 74,2251
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,75 a 79,1354
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,80 a 84,702
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,1,85 y mas,399
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,00 a 04,49
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,05 a 09,86
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,10 a 14,288
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,15 a 19,286
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,20 a 24,202
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,25 a 29,289
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,30 a 34,439
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,35 a 39,640
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,40 a 44,1201
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,45 a 49,1932
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,50 a 54,2868
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,55 a 59,4076
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,60 a 64,4228
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,65 a 69,3825
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,70 a 74,3113
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,75 a 79,2064
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,80 a 84,977
Consulta_ESP,SUI27,2014,1,00,Nacional,00,Total Nacional,2,85 y mas,632
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,00 a 04,8
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,05 a 09,21
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,10 a 14,66
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,15 a 19,59
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,20 a 24,38
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,25 a 29,66
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,30 a 34,112
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,35 a 39,130
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,40 a 44,219
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,45 a 49,332
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,50 a 54,471
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,55 a 59,681
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,60 a 64,676
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,65 a 69,654
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,70 a 74,529
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,75 a 79,317
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,80 a 84,166
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,0,85 y mas,116
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,00 a 04,4
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,05 a 09,8
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,10 a 14,36
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,15 a 19,33
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,20 a 24,20
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,25 a 29,28
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,30 a 34,49
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,35 a 39,63
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,40 a 44,106
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,45 a 49,148
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,50 a 54,204
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,55 a 59,331
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,60 a 64,298
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,65 a 69,263
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,70 a 74,240
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,75 a 79,140
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,80 a 84,78
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,1,85 y mas,41
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,00 a 04,4
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,05 a 09,13
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,10 a 14,30
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,15 a 19,26
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,20 a 24,18
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,25 a 29,38
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,30 a 34,63
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,35 a 39,67
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,40 a 44,113
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,45 a 49,184
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,50 a 54,267
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,55 a 59,350
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,60 a 64,378
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,65 a 69,391
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,70 a 74,289
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,75 a 79,177
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,80 a 84,88
Consulta_ESP,SUI27,2014,1,14,Jalisco,14,Total OOAD,2,85 y mas,75
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,00 a 04,92
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,05 a 09,171
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,10 a 14,717
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,15 a 19,734
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,20 a 24,460
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,25 a 29,633
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,30 a 34,921
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,35 a 39,1455
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,40 a 44,2614
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,45 a 49,4410
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,50 a 54,6602
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,55 a 59,8607
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,60 a 64,8916
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,65 a 69,8002
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,70 a 74,6043
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,75 a 79,4088
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,80 a 84,2080
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,0,85 y mas,1090
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,00 a 04,37
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,05 a 09,71
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,10 a 14,295
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,15 a 19,338
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,20 a 24,186
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,25 a 29,250
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,30 a 34,403
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,35 a 39,634
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,40 a 44,1237
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,45 a 49,2049
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,50 a 54,3045
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,55 a 59,3916
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,60 a 64,3872
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,65 a 69,3432
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,70 a 74,2564
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,75 a 79,1705
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,80 a 84,879
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,1,85 y mas,446
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,00 a 04,55
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,05 a 09,100
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,10 a 14,422
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,15 a 19,396
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,20 a 24,274
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,25 a 29,383
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,30 a 34,518
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,35 a 39,821
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,40 a 44,1377
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,45 a 49,2361
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,50 a 54,3557
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,55 a 59,4691
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,60 a 64,5044
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,65 a 69,4570
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,70 a 74,3479
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,75 a 79,2383
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,80 a 84,1201
Consulta_ESP,SUI27,2014,2,00,Nacional,00,Total Nacional,2,85 y mas,644
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,00 a 04,11
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,05 a 09,23
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,10 a 14,107
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,15 a 19,100
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,20 a 24,58
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,25 a 29,80
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,30 a 34,121
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,35 a 39,152
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,40 a 44,243
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,45 a 49,370
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,50 a 54,545
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,55 a 59,713
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,60 a 64,778
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,65 a 69,710
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,70 a 74,502
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,75 a 79,370
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,80 a 84,200
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,0,85 y mas,113
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,00 a 04,4
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,05 a 09,8
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,10 a 14,55
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,15 a 19,45
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,20 a 24,25
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,25 a 29,24
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,30 a 34,53
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,35 a 39,67
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,40 a 44,121
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,45 a 49,162
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,50 a 54,209
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,55 a 59,349
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,60 a 64,320
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,65 a 69,345
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,70 a 74,229
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,75 a 79,152
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,80 a 84,83
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,1,85 y mas,44
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,00 a 04,7
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,05 a 09,15
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,10 a 14,52
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,15 a 19,55
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,20 a 24,33
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,25 a 29,56
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,30 a 34,68
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,35 a 39,85
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,40 a 44,122
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,45 a 49,208
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,50 a 54,336
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,55 a 59,364
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,60 a 64,458
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,65 a 69,365
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,70 a 74,273
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,75 a 79,218
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,80 a 84,117
Consulta_ESP,SUI27,2014,2,14,Jalisco,14,Total OOAD,2,85 y mas,69
Consulta_ESP,SUI27,2014,2,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,40 a 44,1
Consulta_ESP,SUI27,2014,2,14,Jalisco,141201252110,UMF 168 Tepatitlán,0,50 a 54,1
Consulta_ESP,SUI27,2014,2,14,Jalisco,141201252110,UMF 168 Tepatitlán,1,50 a 54,1
Consulta_ESP,SUI27,2014,2,14,Jalisco,141201252110,UMF 168 Tepatitlán,2,40 a 44,1
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,00 a 04,102
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,05 a 09,165
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,10 a 14,634
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,15 a 19,650
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,20 a 24,397
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,25 a 29,527
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,30 a 34,818
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,35 a 39,1268
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,40 a 44,2315
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,45 a 49,4000
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,50 a 54,5908
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,55 a 59,7585
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,60 a 64,8033
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,65 a 69,7215
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,70 a 74,5419
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,75 a 79,3632
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,80 a 84,1911
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,0,85 y mas,995
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,00 a 04,56
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,05 a 09,76
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,10 a 14,279
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,15 a 19,295
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,20 a 24,167
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,25 a 29,222
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,30 a 34,345
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,35 a 39,565
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,40 a 44,1079
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,45 a 49,1815
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,50 a 54,2744
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,55 a 59,3347
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,60 a 64,3399
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,65 a 69,3098
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,70 a 74,2239
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,75 a 79,1495
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,80 a 84,811
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,1,85 y mas,412
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,00 a 04,46
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,05 a 09,89
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,10 a 14,355
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,15 a 19,355
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,20 a 24,230
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,25 a 29,305
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,30 a 34,473
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,35 a 39,703
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,40 a 44,1236
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,45 a 49,2185
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,50 a 54,3164
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,55 a 59,4238
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,60 a 64,4634
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,65 a 69,4117
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,70 a 74,3180
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,75 a 79,2137
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,80 a 84,1100
Consulta_ESP,SUI27,2014,3,00,Nacional,00,Total Nacional,2,85 y mas,583
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,00 a 04,8
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,05 a 09,23
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,10 a 14,85
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,15 a 19,80
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,20 a 24,57
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,25 a 29,52
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,30 a 34,113
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,35 a 39,115
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,40 a 44,193
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,45 a 49,330
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,50 a 54,431
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,55 a 59,584
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,60 a 64,632
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,65 a 69,638
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,70 a 74,469
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,75 a 79,293
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,80 a 84,174
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,0,85 y mas,94
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,00 a 04,3
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,05 a 09,10
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,10 a 14,35
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,15 a 19,44
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,20 a 24,16
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,25 a 29,12
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,30 a 34,41
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,35 a 39,37
Consulta_ESP,SUI27,2014,3,14,Jalisco,14,Total OOAD,1,40 a 44,91
