PERIODO,SEMEPI,NIVEL,descnivel,RAMO,descramo,LISTDX,CVEDX,descdx,TIP_SEXO,descsexo,GEDAD,descgedad,DURACI,NDIAS,FREC,TRABAJADOR
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,2,20 a 29,15.15384615384615384615384615384615384615,197,13,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,3,30 a 39,20.78181818181818181818181818181818181818,1143,55,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,1,1,1,IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,38.76237623762376237623762376237623762376,3915,101,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,1,1,1,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,48.01526717557251908396946564885496183206,6290,131,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,53.55263157894736842105263157894736842105,2035,38,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,7,70 y más,36.71428571428571428571428571428571428571,257,7,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,2,20 a 29,6,42,7,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,3,6,2,IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,13.18518518518518518518518518518518518519,356,27,No IMSS
2023,1,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,4,40 a 49,7,21,3,IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,6,60 a 69,2,2,1,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,3,30 a 39,3,3,1,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,3,30 a 39,24,168,7,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,108,216,2,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,69,138,2,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,11.6,58,5,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,2,20 a 29,2,2,1,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,25.66666666666666666666666666666666666667,77,3,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,4,40 a 49,11,88,8,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,16.5,66,4,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,6,60 a 69,3,3,1,No IMSS
2023,3,14,Jalisco,2,Enfermedad general,2,IM127,Prediabetes,1,Hombre,3,30 a 39,1,1,1,No IMSS
2023,3,142417,UMF 168 Tepatitlán,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,5,50 a 59,35,35,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,1,Hombre,2,20 a 29,2,2,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,1,Hombre,3,30 a 39,2,2,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,1,Hombre,4,40 a 49,29.5,59,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,1,Hombre,5,50 a 59,127.5,255,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,1,Hombre,6,60 a 69,110,110,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,2,Mujer,3,30 a 39,3,3,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,2,Mujer,4,40 a 49,7,7,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,2,Mujer,5,50 a 59,8.5,17,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,2,Mujer,6,60 a 69,66,66,1,No IMSS
2023,3,99,Nacional,3,Maternidad,2,136,Diabetes mellitus en el embarazo,2,Mujer,3,30 a 39,84,84,1,No IMSS
2023,3,99,Nacional,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,1,Hombre,2,20 a 29,14,14,1,No IMSS
2023,3,99,Nacional,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,330,330,1,No IMSS
2023,3,99,Nacional,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,13,13,1,No IMSS
2023,3,99,Nacional,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,170,340,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,2,20 a 29,12.83333333333333333333333333333333333333,77,6,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,3,30 a 39,38.84615384615384615384615384615384615385,505,13,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,4,40 a 49,28.2962962962962962962962962962962962963,764,27,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,5,50 a 59,13,26,2,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,5,50 a 59,36.3,1089,30,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,6,60 a 69,52,260,5,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,7,70 y más,1,1,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,2,20 a 29,5,30,6,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,3,30 a 39,51,51,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,3,30 a 39,64.625,517,8,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,4,40 a 49,2,2,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,4,40 a 49,12.5,150,12,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,5,50 a 59,35.05882352941176470588235294117647058824,596,17,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,6,60 a 69,5.25,21,4,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,2,20 a 29,1,1,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,3,30 a 39,3,3,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,3,30 a 39,19,19,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,4,40 a 49,3,3,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,2,20 a 29,6.27272727272727272727272727272727272727,69,11,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,3,30 a 39,18.75,750,40,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,1,1,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,35.125,2529,72,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,42.66666666666666666666666666666666666667,128,3,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,63.65254237288135593220338983050847457627,7511,118,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,66.33333333333333333333333333333333333333,199,3,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,41,41,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,63.28125,2025,32,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,7,70 y más,29.5,59,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,2,20 a 29,4.66666666666666666666666666666666666667,28,6,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,12,252,21,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,150,150,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,4,40 a 49,26.04166666666666666666666666666666666667,1250,48,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,4,40 a 49,97,97,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,1,1,1,IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,28.25396825396825396825396825396825396825,1780,63,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,6,60 a 69,31,31,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,6,60 a 69,61.75,494,8,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM127,Prediabetes,1,Hombre,3,30 a 39,1,2,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM127,Prediabetes,1,Hombre,5,50 a 59,1.5,3,2,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM127,Prediabetes,2,Mujer,2,20 a 29,1,1,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM127,Prediabetes,2,Mujer,3,30 a 39,1,1,1,No IMSS
2023,3,99,Nacional,2,Enfermedad general,2,IM127,Prediabetes,2,Mujer,5,50 a 59,1,1,1,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,3,30 a 39,23.5,94,4,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,4,40 a 49,27,54,2,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,5,50 a 59,41.8,209,5,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,6,60 a 69,11.33333333333333333333333333333333333333,34,3,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,4,40 a 49,2,2,1,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,5,50 a 59,38.25,153,4,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,6,60 a 69,3,3,1,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,3,30 a 39,27.33333333333333333333333333333333333333,82,3,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,102.222222222222222222222222222222222222,920,9,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,82.6,826,10,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,6,60 a 69,52.5,210,4,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,3,30 a 39,22.16666666666666666666666666666666666667,133,6,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,4,40 a 49,10,70,7,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,3,15,5,No IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,44,44,1,IMSS
2023,4,14,Jalisco,2,Enfermedad general,2,IM237,Nefropatía por diabetes mellitus,2,Mujer,5,50 a 59,5,5,1,No IMSS
2023,4,14,Jalisco,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,1,Hombre,5,50 a 59,97,97,1,No IMSS
2023,4,14,Jalisco,1,Riesgo de trabajo,2,49,Diabetes mellitus tipo 2,2,Mujer,5,50 a 59,16,16,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,1,00 a 19,4,4,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,2,20 a 29,3.33333333333333333333333333333333333333,10,3,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,3,30 a 39,22.3,223,10,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,4,40 a 49,1,1,1,IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,4,40 a 49,14,14,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,4,40 a 49,36.61111111111111111111111111111111111111,659,18,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,5,50 a 59,64.71428571428571428571428571428571428571,2718,42,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,1,Hombre,6,60 a 69,45.58333333333333333333333333333333333333,547,12,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,1,00 a 19,1,1,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,2,20 a 29,5,5,1,IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,2,20 a 29,7.5,30,4,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,3,30 a 39,23.33333333333333333333333333333333333333,140,6,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,4,40 a 49,5.61538461538461538461538461538461538462,73,13,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,5,50 a 59,23.6,354,15,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,127,Diabetes mellitus tipo 1,2,Mujer,6,60 a 69,6,18,3,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,2,20 a 29,7,7,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,136,Diabetes mellitus en el embarazo,2,Mujer,3,30 a 39,4,4,1,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,2,20 a 29,13.16666666666666666666666666666666666667,158,12,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,3,30 a 39,25.41025641025641025641025641025641025641,991,39,No IMSS
2023,4,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,1.66666666666666666666666666666666666667,5,3,IMSS
2023,4,99,Nacional,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,39.58510638297872340425531914893617021277,3721,94,No IMSS
2023,6,142417,UMF 168 Tepatitlán,2,Enfermedad general,2,49,Diabetes mellitus tipo 2,1,Hombre,4,40 a 49,35,35,1,IMSS
